Price,Close,High,Low,Open,Volume
Ticker,BIGEN.IS,BIGEN.IS,BIGEN.IS,BIGEN.IS,BIGEN.IS
Date,,,,,
2025-02-05,13.350000381469727,13.350000381469727,12.579999923706055,13.0,80153700
2025-02-06,13.239999771118164,14.140000343322754,13.130000114440918,13.8100004196167,136341200
2025-02-07,12.65999984741211,13.430000305175781,12.65999984741211,13.300000190734863,78447080
2025-02-10,12.539999961853027,13.100000381469727,12.510000228881836,12.720000267028809,33742470
2025-02-11,12.430000305175781,12.890000343322754,12.260000228881836,12.569999694824219,41503520
2025-02-12,13.670000076293945,13.670000076293945,12.399999618530273,12.4399995803833,43529770
2025-02-13,15.029999732971191,15.029999732971191,13.859999656677246,14.0600004196167,34946390
2025-02-14,13.529999732971191,16.530000686645508,13.529999732971191,15.850000381469727,104104200
2025-02-17,12.180000305175781,13.729999542236328,12.180000305175781,13.300000190734863,92532510
2025-02-18,11.479999542236328,12.300000190734863,11.420000076293945,12.199999809265137,33851760
2025-02-19,11.289999961853027,12.619999885559082,11.289999961853027,11.65999984741211,167707700
2025-02-20,10.760000228881836,11.680000305175781,10.680000305175781,11.529999732971191,41531070
2025-02-21,10.239999771118164,11.170000076293945,10.0,10.779999732971191,38993430
2025-02-24,10.789999961853027,10.979999542236328,10.270000457763672,10.300000190734863,38184050
2025-02-25,10.869999885559082,11.130000114440918,10.649999618530273,10.84000015258789,24901180
2025-02-26,10.829999923706055,11.25,10.720000267028809,10.989999771118164,23231750
2025-02-27,11.0,11.050000190734863,10.670000076293945,10.890000343322754,19579410
2025-02-28,12.100000381469727,12.100000381469727,10.90999984741211,11.069999694824219,37988990
2025-03-03,11.359999656677246,12.850000381469727,11.260000228881836,12.489999771118164,40220560
2025-03-04,11.630000114440918,12.199999809265137,11.270000457763672,11.449999809265137,32570310
2025-03-05,11.779999732971191,12.489999771118164,11.34000015258789,11.720000267028809,45298460
2025-03-06,11.920000076293945,12.180000305175781,11.680000305175781,11.970000267028809,18758400
2025-03-07,12.1899995803833,12.34000015258789,11.920000076293945,12.0,15121570
2025-03-10,12.779999732971191,13.350000381469727,12.229999542236328,12.239999771118164,34189420
2025-03-11,11.640000343322754,12.859999656677246,11.510000228881836,12.829999923706055,23307740
2025-03-12,11.979999542236328,12.260000228881836,11.520000457763672,11.670000076293945,23545910
2025-03-13,12.489999771118164,12.600000381469727,11.789999961853027,11.979999542236328,24340930
2025-03-14,12.100000381469727,12.779999732971191,11.869999885559082,12.489999771118164,18657870
2025-03-17,11.649999618530273,12.270000457763672,11.600000381469727,12.210000038146973,13426610
2025-03-18,11.729999542236328,11.920000076293945,11.550000190734863,11.680000305175781,13953750
2025-03-19,10.5600004196167,11.3100004196167,10.5600004196167,11.149999618530273,11867050
2025-03-20,10.800000190734863,10.949999809265137,10.479999542236328,10.5600004196167,13098240
2025-03-21,9.789999961853027,10.869999885559082,9.720000267028809,10.779999732971191,6810042
2025-03-24,10.369999885559082,10.430000305175781,9.6899995803833,10.029999732971191,12380500
2025-03-25,10.84000015258789,10.960000038146973,10.5,10.770000457763672,8889174
2025-03-26,10.770000457763672,11.140000343322754,10.5600004196167,10.84000015258789,11832870
2025-03-27,11.5,11.800000190734863,10.630000114440918,10.890000343322754,17004890
2025-03-28,11.6899995803833,12.229999542236328,11.3100004196167,11.630000114440918,18228830
2025-04-02,12.0,12.489999771118164,11.470000267028809,11.729999542236328,22058430
2025-04-03,11.609999656677246,12.210000038146973,11.609999656677246,12.180000305175781,15459480
2025-04-04,12.25,12.699999809265137,11.609999656677246,11.609999656677246,38437660
2025-04-07,12.119999885559082,12.699999809265137,11.859999656677246,12.039999961853027,40831660
2025-04-08,12.15999984741211,12.270000457763672,11.930000305175781,12.149999618530273,43844860
2025-04-09,12.09000015258789,12.600000381469727,12.020000457763672,12.09000015258789,47935120
2025-04-10,12.079999923706055,12.489999771118164,11.989999771118164,12.390000343322754,35430110
2025-04-11,12.239999771118164,12.420000076293945,12.09000015258789,12.109999656677246,29673110
2025-04-14,12.869999885559082,13.09000015258789,12.229999542236328,12.3100004196167,40047410
2025-04-15,12.100000381469727,12.960000038146973,12.079999923706055,12.920000076293945,26445200
2025-04-16,12.449999809265137,12.609999656677246,11.8100004196167,12.149999618530273,42458200
2025-04-17,12.369999885559082,12.680000305175781,12.329999923706055,12.449999809265137,19165570
2025-04-18,12.850000381469727,13.600000381469727,12.600000381469727,12.949999809265137,60705390
2025-04-21,12.75,13.079999923706055,12.670000076293945,12.970000267028809,18729290
2025-04-22,12.739999771118164,13.0,12.5,12.819999694824219,19930790
2025-04-24,13.140000343322754,13.34000015258789,12.640000343322754,12.720000267028809,19674150
2025-04-25,12.989999771118164,14.449999809265137,12.789999961853027,13.029999732971191,70471210
2025-04-28,13.739999771118164,13.90999984741211,12.869999885559082,12.979999542236328,33140480
2025-04-29,13.109999656677246,14.170000076293945,12.979999542236328,13.779999732971191,30667000
2025-04-30,13.0,13.3100004196167,12.899999618530273,13.109999656677246,17450160
2025-05-02,13.319999694824219,13.359999656677246,12.90999984741211,13.029999732971191,17290280
2025-05-05,13.869999885559082,14.180000305175781,13.300000190734863,13.420000076293945,18921380
2025-05-06,14.369999885559082,14.550000190734863,13.800000190734863,13.880000114440918,13293610
